timestamp,src_ip,dst_ip,port,bytes,protocol,status,label,anomaly_type
2024-01-01T05:40:15.457456Z,192.168.1.55,203.0.113.10,25,741,UDP,OK,normal,
2024-01-01T05:43:48.748743Z,10.0.0.199,10.0.0.219,587,905,UDP,OK,normal,
2024-01-01T05:46:12.489999Z,10.0.0.133,192.168.2.192,443,2265,TCP,OK,normal,
2024-01-01T05:49:19.115793Z,192.168.2.252,192.168.2.197,53,764,UDP,OK,normal,
2024-01-01T05:51:58.866468Z,10.0.0.55,192.168.1.95,5432,2561,TCP,OK,normal,
2024-01-01T05:52:48.253567Z,192.168.2.206,192.168.1.107,5432,446,TCP,OK,normal,
2024-01-01T06:28:42.377416Z,10.0.0.215,203.0.113.11,587,3792,TCP,RESET,normal,
2024-01-01T06:40:29.706921Z,10.0.0.225,192.168.1.205,80,408,TCP,OK,normal,
2024-01-01T06:54:56.327152Z,192.168.2.218,203.0.113.16,80,1433,UDP,RESET,normal,
2024-01-01T07:05:17.650454Z,192.168.1.245,203.0.113.3,8080,2491,TCP,TIMEOUT,normal,
2024-01-01T07:11:42.249539Z,10.0.0.229,192.168.1.3,80,2647,TCP,TIMEOUT,normal,
2024-01-01T07:20:13.903882Z,10.0.0.147,203.0.113.21,587,802,UDP,TIMEOUT,normal,
2024-01-01T07:28:08.939261Z,192.168.2.176,192.168.2.146,443,122,TCP,OK,normal,
2024-01-01T07:32:06.293853Z,192.168.1.197,203.0.113.17,587,949,UDP,OK,normal,
2024-01-01T07:32:45.423816Z,10.0.0.121,203.0.113.10,22,111016,TCP,OK,anomaly,volume
2024-01-01T07:43:47.136393Z,192.168.2.253,192.168.2.7,80,1491,TCP,OK,normal,
2024-01-01T07:47:17.788516Z,10.0.0.31,203.0.113.23,8080,2920,TCP,OK,normal,
2024-01-01T07:49:35.717017Z,10.0.0.130,203.0.113.25,25,870,TCP,OK,normal,
2024-01-01T07:51:36.349187Z,10.0.0.106,203.0.113.29,443,1946,UDP,OK,normal,
2024-01-01T07:55:39.094619Z,192.168.1.203,203.0.113.4,587,2459,TCP,RESET,normal,
2024-01-01T07:56:31.031851Z,10.0.0.46,203.0.113.3,22,999,TCP,OK,normal,
2024-01-01T07:57:28.892782Z,192.168.1.59,203.0.113.7,8443,1206,TCP,RESET,normal,
2024-01-01T07:58:34.742308Z,192.168.2.168,192.168.2.180,8080,1810,UDP,OK,normal,
2024-01-01T08:01:38.357806Z,192.168.1.12,203.0.113.10,443,2854,TCP,OK,normal,
2024-01-01T08:02:47.200034Z,192.168.1.109,10.0.0.186,80,2446,TCP,RESET,normal,
2024-01-01T08:06:12.282711Z,192.168.1.115,192.168.2.187,3306,1793,TCP,TIMEOUT,normal,
2024-01-01T08:10:37.469024Z,192.168.2.93,203.0.113.11,443,2250,UDP,OK,normal,
2024-01-01T08:12:12.531991Z,192.168.2.100,203.0.113.18,587,616,TCP,OK,normal,
2024-01-01T08:15:26.671785Z,192.168.1.45,203.0.113.6,8443,1450,UDP,RESET,normal,
2024-01-01T08:16:06.482235Z,10.0.0.208,192.168.1.166,587,1298,TCP,OK,normal,
2024-01-01T08:21:04.867716Z,10.0.0.83,10.0.0.84,587,1260,UDP,OK,normal,
2024-01-01T08:22:52.714922Z,10.0.0.14,203.0.113.10,25,390,TCP,OK,normal,
2024-01-01T08:23:31.291090Z,192.168.2.215,203.0.113.21,3306,64,UDP,RESET,normal,
2024-01-01T08:27:26.962122Z,10.0.0.112,203.0.113.12,25,548,TCP,RESET,normal,
2024-01-01T08:34:41.704273Z,10.0.0.45,192.168.2.33,25,780,UDP,OK,normal,
2024-01-01T08:37:49.518170Z,10.0.0.169,203.0.113.1,22,1420,TCP,OK,normal,
2024-01-01T08:42:40.915027Z,10.0.0.110,203.0.113.8,587,1728,TCP,RESET,normal,
2024-01-01T08:43:18.562740Z,10.0.0.23,192.168.2.43,443,1857,UDP,RESET,normal,
2024-01-01T08:56:49.243137Z,192.168.2.205,10.0.0.83,5432,64,TCP,OK,normal,
2024-01-01T09:02:44.246087Z,10.0.0.86,203.0.113.26,25,64,TCP,OK,normal,
2024-01-01T09:03:25.912488Z,192.168.1.148,203.0.113.18,25,485,TCP,OK,normal,
2024-01-01T09:05:11.643087Z,192.168.2.240,203.0.113.23,22,1897,TCP,TIMEOUT,normal,
2024-01-01T09:21:05.379387Z,10.0.0.31,203.0.113.15,3306,1247,TCP,OK,normal,
2024-01-01T09:21:09.136135Z,192.168.1.47,203.0.113.9,8443,2309,TCP,OK,normal,
2024-01-01T09:21:46.970005Z,192.168.2.171,203.0.113.27,53,1171,TCP,TIMEOUT,normal,
2024-01-01T09:23:15.898668Z,10.0.0.84,203.0.113.22,587,1951,UDP,TIMEOUT,normal,
2024-01-01T09:26:32.452519Z,10.0.0.204,192.168.2.35,80,1214,UDP,OK,normal,
2024-01-01T09:34:54.822402Z,10.0.0.2,10.0.0.57,8443,2045,UDP,OK,normal,
2024-01-01T09:37:53.216747Z,192.168.1.200,192.168.2.127,53,946,UDP,OK,normal,
2024-01-01T09:38:40.749952Z,192.168.2.231,192.168.1.21,5432,2185,TCP,OK,normal,
2024-01-01T09:43:18.541940Z,192.168.1.185,203.0.113.24,22,2073,UDP,OK,normal,
2024-01-01T09:45:23.432499Z,192.168.1.202,203.0.113.1,5432,1017,UDP,OK,normal,
2024-01-01T09:47:55.405562Z,192.168.2.199,203.0.113.19,587,2810,TCP,OK,normal,
2024-01-01T09:53:53.610914Z,10.0.0.244,192.168.1.109,8080,845,UDP,TIMEOUT,normal,
2024-01-01T09:57:40.185182Z,10.0.0.22,203.0.113.3,3306,522,UDP,OK,normal,
2024-01-01T10:00:08.844279Z,192.168.1.154,203.0.113.5,3306,2133,TCP,RESET,normal,
2024-01-01T10:03:20.548061Z,192.168.1.211,203.0.113.24,5432,1733,TCP,RESET,normal,
2024-01-01T10:03:33.220001Z,192.168.1.73,203.0.113.19,443,1230,UDP,OK,normal,
2024-01-01T10:06:22.555697Z,192.168.1.72,192.168.1.153,805,57,TCP,RESET,anomaly,portscan
2024-01-01T10:19:37.019180Z,10.0.0.4,203.0.113.11,8080,2705,UDP,RESET,normal,
2024-01-01T10:21:01.583405Z,192.168.2.164,203.0.113.5,22,1393,UDP,RESET,normal,
2024-01-01T10:22:03.645701Z,192.168.2.44,203.0.113.1,587,1610,UDP,OK,normal,
2024-01-01T10:22:40.848266Z,192.168.2.57,203.0.113.27,8443,977,UDP,OK,normal,
2024-01-01T10:23:58.092339Z,192.168.1.19,192.168.2.233,443,64,UDP,OK,normal,
2024-01-01T10:26:51.683108Z,10.0.0.7,10.0.0.202,22,1771,TCP,RESET,normal,
2024-01-01T10:27:32.223498Z,192.168.1.48,203.0.113.7,53,64,TCP,OK,normal,
2024-01-01T10:33:03.388495Z,192.168.2.75,203.0.113.4,443,132944,TCP,OK,anomaly,volume
2024-01-01T10:36:56.028459Z,10.0.0.62,192.168.2.145,22,3147,UDP,OK,normal,
2024-01-01T10:36:58.800332Z,192.168.2.8,10.0.0.66,25,2653,UDP,OK,normal,
2024-01-01T10:42:27.092461Z,10.0.0.137,192.168.1.82,5432,2467,TCP,OK,normal,
2024-01-01T10:46:29.515124Z,10.0.0.174,203.0.113.3,3306,1420,UDP,RESET,normal,
2024-01-01T10:59:47.009657Z,10.0.0.148,10.0.0.254,22,952,TCP,OK,normal,
2024-01-01T11:09:10.128425Z,192.168.1.35,203.0.113.29,22,1740,UDP,RESET,normal,
2024-01-01T11:09:16.605250Z,192.168.2.96,192.168.2.185,8443,1780,UDP,OK,normal,
2024-01-01T11:09:51.083707Z,10.0.0.167,203.0.113.25,25,1787,UDP,OK,normal,
2024-01-01T11:14:58.679781Z,192.168.2.94,203.0.113.1,3306,1434,TCP,RESET,normal,
2024-01-01T11:15:00.622629Z,192.168.1.135,10.0.0.182,8443,1577,TCP,RESET,normal,
2024-01-01T11:18:54.133969Z,10.0.0.215,203.0.113.15,587,1935,TCP,TIMEOUT,normal,
2024-01-01T11:22:55.335000Z,192.168.2.233,203.0.113.19,5432,304,TCP,OK,normal,
2024-01-01T11:30:26.084742Z,192.168.1.38,10.0.0.41,443,1344,UDP,OK,normal,
2024-01-01T11:31:09.209213Z,192.168.2.250,192.168.1.231,22,564,UDP,OK,normal,
2024-01-01T11:40:54.244200Z,10.0.0.68,203.0.113.17,8443,2266,UDP,OK,normal,
2024-01-01T11:50:13.622430Z,192.168.1.73,203.0.113.28,25,2143,UDP,TIMEOUT,normal,
2024-01-01T11:53:08.307401Z,192.168.1.201,192.168.1.171,443,1134,UDP,OK,normal,
2024-01-01T11:54:56.180467Z,192.168.1.143,203.0.113.9,587,1356,UDP,RESET,normal,
2024-01-01T11:57:26.101812Z,192.168.1.124,192.168.2.168,8443,2391,TCP,OK,normal,
2024-01-01T11:57:32.935255Z,10.0.0.121,203.0.113.8,53,456,TCP,OK,normal,
2024-01-01T11:58:04.605339Z,192.168.1.36,203.0.113.27,8080,1556,UDP,OK,normal,
2024-01-01T12:04:24.886693Z,10.0.0.3,192.168.2.13,5432,794,UDP,OK,normal,
2024-01-01T12:15:25.282754Z,192.168.2.23,203.0.113.22,8443,1367,TCP,OK,normal,
2024-01-01T12:19:16.845204Z,192.168.1.28,203.0.113.19,8443,839,UDP,OK,normal,
2024-01-01T12:21:46.803822Z,192.168.2.116,203.0.113.21,8443,2567,TCP,OK,normal,
2024-01-01T12:22:06.611781Z,192.168.1.142,10.0.0.50,3306,511,TCP,RESET,normal,
2024-01-01T12:22:58.619717Z,10.0.0.98,203.0.113.3,5432,1077,TCP,RESET,normal,
2024-01-01T12:24:27.429155Z,192.168.1.9,10.0.0.243,587,2596,TCP,TIMEOUT,normal,
2024-01-01T12:40:26.312844Z,192.168.1.174,192.168.2.38,443,1310,TCP,OK,normal,
2024-01-01T12:41:11.082101Z,192.168.1.204,10.0.0.35,8443,1381,UDP,OK,normal,
2024-01-01T12:46:14.623815Z,10.0.0.228,203.0.113.3,3306,1383,UDP,RESET,normal,
2024-01-01T12:51:41.628719Z,192.168.1.226,203.0.113.25,22,790,UDP,RESET,normal,
2024-01-01T12:51:58.174805Z,192.168.2.254,10.0.0.205,80,166,UDP,OK,normal,
2024-01-01T13:01:26.991506Z,192.168.1.247,203.0.113.10,22,1711,UDP,TIMEOUT,normal,
2024-01-01T13:02:28.631527Z,10.0.0.131,203.0.113.13,80,115372,TCP,OK,anomaly,volume
2024-01-01T13:03:50.164240Z,192.168.1.73,192.168.1.104,8080,2146,TCP,OK,normal,
2024-01-01T13:04:09.496992Z,192.168.1.19,192.168.2.138,443,1949,UDP,OK,normal,
2024-01-01T13:12:05.724427Z,192.168.1.44,203.0.113.27,80,1002,UDP,RESET,normal,
2024-01-01T13:12:07.726585Z,192.168.1.192,203.0.113.21,3306,1201,UDP,OK,normal,
2024-01-01T13:13:25.017422Z,192.168.2.149,10.0.0.155,25,820,TCP,OK,normal,
2024-01-01T13:27:22.678941Z,192.168.2.158,192.168.2.162,53,2922,TCP,TIMEOUT,normal,
2024-01-01T13:28:02.600317Z,10.0.0.49,10.0.0.174,3306,2293,UDP,TIMEOUT,normal,
2024-01-01T13:28:44.151908Z,10.0.0.131,203.0.113.9,80,96221,TCP,OK,anomaly,volume
2024-01-01T13:32:43.110557Z,192.168.2.217,203.0.113.16,22,64,TCP,OK,normal,
2024-01-01T13:38:09.368574Z,10.0.0.110,10.0.0.136,5432,1435,TCP,RESET,normal,
2024-01-01T13:39:38.944979Z,192.168.1.38,192.168.1.137,5432,1220,UDP,OK,normal,
2024-01-01T13:42:18.081223Z,192.168.2.76,192.168.2.226,587,2972,TCP,OK,normal,
2024-01-01T13:45:51.787655Z,192.168.1.235,203.0.113.15,587,2168,UDP,TIMEOUT,normal,
2024-01-01T13:47:06.808187Z,192.168.1.225,192.168.2.20,8443,1498,UDP,OK,normal,
2024-01-01T13:48:20.882241Z,192.168.1.221,203.0.113.14,53,1589,UDP,OK,normal,
2024-01-01T13:54:45.570014Z,192.168.2.9,10.0.0.166,53,3581,UDP,OK,normal,
2024-01-01T13:58:25.839526Z,10.0.0.209,10.0.0.168,8080,2144,UDP,RESET,normal,
2024-01-01T13:58:55.927822Z,192.168.2.31,192.168.1.206,53,815,TCP,OK,normal,
2024-01-01T14:03:32.736893Z,192.168.2.123,192.168.1.162,80,390,TCP,OK,normal,
2024-01-01T14:08:12.712972Z,10.0.0.40,203.0.113.10,25,233,TCP,RESET,normal,
2024-01-01T14:09:15.920423Z,192.168.2.217,10.0.0.94,8443,1398,UDP,TIMEOUT,normal,
2024-01-01T14:10:06.599688Z,192.168.2.41,203.0.113.14,80,1852,TCP,OK,normal,
2024-01-01T14:12:07.605585Z,10.0.0.53,203.0.113.1,8080,64,UDP,TIMEOUT,normal,
2024-01-01T14:12:22.018214Z,192.168.1.198,192.168.1.249,25,1566,TCP,OK,normal,
2024-01-01T14:15:39.859223Z,10.0.0.69,203.0.113.14,3306,1235,TCP,RESET,normal,
2024-01-01T14:20:49.252791Z,192.168.2.97,10.0.0.114,8080,293,TCP,OK,normal,
2024-01-01T14:22:59.664092Z,192.168.1.116,203.0.113.19,53,64,TCP,RESET,normal,
2024-01-01T14:26:04.759721Z,192.168.2.214,203.0.113.13,3306,983,TCP,OK,normal,
2024-01-01T14:51:30.351560Z,10.0.0.144,203.0.113.23,587,64,UDP,TIMEOUT,normal,
2024-01-01T15:15:33.830685Z,10.0.0.195,192.168.2.84,3306,1683,UDP,RESET,normal,
2024-01-01T15:19:43.265006Z,192.168.1.227,10.0.0.45,22,2101,TCP,OK,normal,
2024-01-01T15:25:12.608783Z,192.168.2.96,192.168.2.202,8443,2896,TCP,OK,normal,
2024-01-01T15:42:24.472463Z,192.168.1.196,203.0.113.18,22,1098,UDP,OK,normal,
2024-01-01T15:43:21.297078Z,192.168.1.109,203.0.113.24,443,2733,TCP,OK,normal,
2024-01-01T15:47:03.866534Z,10.0.0.177,192.168.1.146,53,1595,TCP,OK,normal,
2024-01-01T15:47:53.342056Z,10.0.0.176,10.0.0.187,8443,1544,UDP,TIMEOUT,normal,
2024-01-01T15:52:58.071792Z,192.168.1.144,203.0.113.29,53,1190,UDP,OK,normal,
2024-01-01T15:53:12.052613Z,192.168.2.50,192.168.1.201,22,841,TCP,TIMEOUT,normal,
2024-01-01T15:54:10.608508Z,192.168.2.33,203.0.113.25,53,1017,UDP,OK,normal,
2024-01-01T15:57:59.140278Z,192.168.2.174,192.168.1.26,8443,1183,UDP,TIMEOUT,normal,
2024-01-01T15:59:13.318738Z,192.168.1.69,10.0.0.103,443,468,TCP,OK,normal,
2024-01-01T16:07:20.523106Z,192.168.1.219,192.168.1.99,443,1553,TCP,OK,normal,
2024-01-01T16:11:59.888200Z,192.168.2.53,203.0.113.11,587,732,UDP,OK,normal,
2024-01-01T16:14:04.002093Z,192.168.1.64,203.0.113.23,8443,2304,UDP,OK,normal,
2024-01-01T16:15:21.334717Z,10.0.0.39,192.168.1.63,5432,1476,UDP,OK,normal,
2024-01-01T16:15:29.897586Z,192.168.1.191,203.0.113.21,22,1024,TCP,OK,normal,
2024-01-01T16:21:55.397993Z,192.168.1.202,203.0.113.16,53,1886,UDP,OK,normal,
2024-01-01T16:25:01.760020Z,192.168.1.253,10.0.0.206,80,2346,UDP,OK,normal,
2024-01-01T16:31:46.594006Z,192.168.1.171,203.0.113.21,22,74793,TCP,OK,anomaly,volume
2024-01-01T16:36:55.471755Z,10.0.0.190,192.168.2.27,587,2170,TCP,OK,normal,
2024-01-01T16:36:56.212278Z,192.168.2.10,203.0.113.23,5432,1855,UDP,OK,normal,
2024-01-01T16:39:42.735311Z,192.168.1.136,203.0.113.16,443,1760,TCP,TIMEOUT,normal,
2024-01-01T16:43:07.353071Z,10.0.0.237,192.168.1.89,3306,64,UDP,OK,normal,
2024-01-01T16:45:22.422047Z,192.168.1.48,203.0.113.16,22,651,TCP,TIMEOUT,normal,
2024-01-01T16:46:28.031853Z,192.168.1.194,203.0.113.19,80,534,TCP,OK,anomaly,beaconing
2024-01-01T16:51:58.302827Z,10.0.0.75,203.0.113.27,25,3497,TCP,OK,normal,
2024-01-01T16:55:29.165112Z,192.168.1.79,192.168.2.81,53,662,UDP,OK,normal,
2024-01-01T16:55:30.821060Z,10.0.0.198,192.168.2.147,53,2264,TCP,RESET,normal,
2024-01-01T16:56:34.880223Z,192.168.2.49,203.0.113.16,80,1454,TCP,OK,normal,
2024-01-01T16:58:31.482745Z,192.168.2.67,192.168.2.69,5432,1677,UDP,RESET,normal,
2024-01-01T16:59:22.139247Z,192.168.1.47,203.0.113.28,3306,1772,TCP,OK,normal,
2024-01-01T17:00:49.464653Z,192.168.2.123,203.0.113.26,587,1734,TCP,OK,normal,
2024-01-01T17:04:17.897632Z,192.168.2.207,192.168.2.136,3306,979,UDP,OK,normal,
2024-01-01T17:04:50.255016Z,192.168.2.225,192.168.2.50,80,2730,UDP,OK,normal,
2024-01-01T17:05:43.500611Z,192.168.2.179,192.168.1.25,587,729,UDP,OK,normal,
2024-01-01T17:05:49.808563Z,10.0.0.125,10.0.0.211,8080,2994,TCP,RESET,normal,
2024-01-01T17:06:51.414041Z,192.168.1.68,203.0.113.1,5432,1696,UDP,TIMEOUT,normal,
2024-01-01T17:10:47.134883Z,192.168.1.86,203.0.113.6,8443,886,TCP,RESET,normal,
2024-01-01T17:16:56.654381Z,10.0.0.240,203.0.113.10,53,2779,TCP,OK,normal,
2024-01-01T17:17:37.708323Z,10.0.0.173,203.0.113.26,587,1730,UDP,OK,normal,
2024-01-01T17:19:19.785792Z,192.168.2.47,203.0.113.9,53,1380,UDP,OK,normal,
2024-01-01T17:20:49.322627Z,10.0.0.147,203.0.113.15,53,1736,UDP,OK,normal,
2024-01-01T17:26:45.198446Z,192.168.2.106,192.168.1.61,5432,995,UDP,OK,normal,
2024-01-01T17:27:41.825243Z,192.168.2.169,203.0.113.10,5432,411,UDP,OK,normal,
2024-01-01T17:32:17.420055Z,192.168.2.14,203.0.113.2,8443,1275,TCP,OK,normal,
2024-01-01T17:34:04.439999Z,192.168.1.254,192.168.1.10,8443,2199,UDP,TIMEOUT,normal,
2024-01-01T17:34:34.213356Z,192.168.1.188,203.0.113.22,587,1931,UDP,OK,normal,
2024-01-01T17:37:13.839248Z,192.168.2.38,203.0.113.2,8080,1519,TCP,OK,normal,
2024-01-01T17:38:13.280082Z,192.168.2.42,203.0.113.4,25,64,TCP,OK,normal,
2024-01-01T17:42:59.730571Z,192.168.2.237,203.0.113.2,5432,1216,UDP,OK,normal,
2024-01-01T17:45:31.169396Z,10.0.0.124,192.168.2.13,587,1534,TCP,TIMEOUT,normal,
2024-01-01T17:47:05.557073Z,192.168.2.64,10.0.0.64,22,1591,UDP,OK,normal,
2024-01-01T17:48:58.941304Z,10.0.0.63,192.168.1.237,3306,356,UDP,RESET,normal,
2024-01-01T17:52:45.680271Z,192.168.1.206,10.0.0.100,53,280,TCP,RESET,normal,
2024-01-01T17:57:35.279234Z,10.0.0.170,10.0.0.7,8443,2166,TCP,OK,normal,
2024-01-01T17:58:15.644593Z,192.168.1.102,203.0.113.24,80,64,TCP,OK,normal,
2024-01-01T18:04:03.151594Z,10.0.0.119,192.168.1.17,22,676,UDP,OK,normal,
2024-01-01T18:06:36.448804Z,192.168.1.139,10.0.0.213,3306,1910,UDP,OK,normal,
2024-01-01T18:08:42.800173Z,10.0.0.170,203.0.113.11,8443,1186,TCP,TIMEOUT,normal,
2024-01-01T18:15:39.395546Z,192.168.1.151,192.168.2.1,5432,64,TCP,OK,normal,
2024-01-01T18:18:30.654544Z,192.168.2.210,203.0.113.4,8080,1168,UDP,TIMEOUT,normal,
2024-01-01T18:19:37.975188Z,192.168.2.237,10.0.0.21,25,1079,TCP,OK,normal,
2024-01-01T18:20:04.156800Z,10.0.0.21,203.0.113.4,25,1697,UDP,OK,normal,
